gene_no	ensembl_id	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
5267	ENSG00000128534	3496	LSM8	LSM8 homolog, U6 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:20471]	7	q31.31	1	118184032	118192824	0.27	4.38E-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5268	ENSG00000128536	6563	CDHR3	cadherin-related family member 3 [Source:HGNC Symbol;Acc:HGNC:26308]	7	q22.3	1	105876796	106033773	0.23	9.34E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5269	ENSG00000128563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6585	PRKRIP1	PRKR interacting protein 1 (IL11 inducible) [Source:HGNC Symbol;Acc:HGNC:21894]	7	q22.1	1	102363872	102426676	-0.25484602	0.253516148
5270	ENSG00000128564	6895	VGF	VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]	7	q22.1	-1	101162509	101165593	0.24	2.69E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5271	ENSG00000128567	10446	PODXL	podocalyxin-like [Source:HGNC Symbol;Acc:HGNC:9171]	7	q32.3	-1	131500262	131558217	0.10	3.08E-02	2320	PODXL	podocalyxin-like [Source:HGNC Symbol;Acc:HGNC:9171]	7	q32.3	-1	131500262	131558217	0.524947363	1.05E-05
5272	ENSG00000128573	3412	FOXP2	forkhead box P2 [Source:HGNC Symbol;Acc:HGNC:13875]	7	q31.1	1	114086327	114693772	-0.65	2.05E-13	3372	FOXP2	forkhead box P2 [Source:HGNC Symbol;Acc:HGNC:13875]	7	q31.1	1	114086327	114693772	0.907138833	0.001181593
5273	ENSG00000128578	5687	STRIP2	striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209]	7	q32.1	1	129434433	129488399	-0.48	3.20E-07	6368	STRIP2	striatin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:22209]	7	q32.1	1	129434433	129488399	-0.37891307	0.207181083
5274	ENSG00000128581	13918	IFT22	intraflagellar transport 22 [Source:HGNC Symbol;Acc:HGNC:21895]	7	q22.1	-1	101313367	101321823	0.03	4.01E-01	4489	IFT22	intraflagellar transport 22 [Source:HGNC Symbol;Acc:HGNC:21895]	7	q22.1	-1	101313367	101321823	-0.354404536	0.017786943
5275	ENSG00000128585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	709	MKLN1	muskelin 1, intracellular mediator containing kelch motifs [Source:HGNC Symbol;Acc:HGNC:7109]	7	q32.3	1	131110096	131496636	0.94823524	6.28E-15
5276	ENSG00000128590	11848	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9 [Source:HGNC Symbol;Acc:HGNC:6968]	7	q31.1	1	108569568	108574850	0.11	1.21E-01	1283	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9 [Source:HGNC Symbol;Acc:HGNC:6968]	7	q31.1	1	108569568	108574850	1.015552419	6.19E-10
5277	ENSG00000128591	2889	FLNC	filamin C, gamma [Source:HGNC Symbol;Acc:HGNC:3756]	7	q32.1	1	128830377	128859274	-1.09	9.54E-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5278	ENSG00000128594	11515	LRRC4	leucine rich repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:15586]	7	q32.1	-1	128027071	128032107	-0.13	9.30E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5279	ENSG00000128595	15098	CALU	calumenin [Source:HGNC Symbol;Acc:HGNC:1458]	7	q32.1	1	128739292	128771807	0.08	6.34E-01	1100	CALU	calumenin [Source:HGNC Symbol;Acc:HGNC:1458]	7	q32.1	1	128739292	128771807	-1.020758445	3.45E-11
5280	ENSG00000128596	1801	CCDC136	coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]	7	q32.1	1	128790757	128822132	-0.95	6.09E-23	4608	CCDC136	coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:HGNC:22225]	7	q32.1	1	128790757	128822132	-0.523928975	0.022096557
5281	ENSG00000128604	15867	IRF5	interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]	7	q32.1	1	128937612	128950035	0.04	8.15E-01	6688	IRF5	interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]	7	q32.1	1	128937612	128950035	0.331741836	0.272238987
5282	ENSG00000128607	15678	KLHDC10	kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]	7	q32.2	1	130070510	130135720	-0.05	7.70E-01	5694	KLHDC10	kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]	7	q32.2	1	130070510	130135720	-0.302283496	0.101311753
5283	ENSG00000128609	11462	NDUFA5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 [Source:HGNC Symbol;Acc:HGNC:7688]	7	q31.32	-1	123536997	123558255	0.03	8.86E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5284	ENSG00000128617	6836	OPN1SW	opsin 1 (cone pigments), short-wave-sensitive [Source:HGNC Symbol;Acc:HGNC:1012]	7	q32.1	-1	128772491	128775790	-0.22	2.24E-05	5789	OPN1SW	opsin 1 (cone pigments), short-wave-sensitive [Source:HGNC Symbol;Acc:HGNC:1012]	7	q32.1	-1	128772491	128775790	0.312477956	0.113534473
5285	ENSG00000128626	3046	MRPS12	mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380]	19	q13.2	1	38930548	38933162	0.48	4.86E-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5286	ENSG00000128641	3893	MYO1B	myosin IB [Source:HGNC Symbol;Acc:HGNC:7596]	2	q32.3	1	191245185	191425389	0.34	1.05E-11	273	MYO1B	myosin IB [Source:HGNC Symbol;Acc:HGNC:7596]	2	q32.3	1	191245185	191425389	2.120264632	2.94E-24
5287	ENSG00000128645	13684	HOXD1	homeobox D1 [Source:HGNC Symbol;Acc:HGNC:5132]	2	q31.1	1	176188579	176190907	-0.08	3.61E-01	9483	HOXD1	homeobox D1 [Source:HGNC Symbol;Acc:HGNC:5132]	2	q31.1	1	176188579	176190907	-0.005683527	0.988272532
5288	ENSG00000128652	10489	HOXD3	homeobox D3 [Source:HGNC Symbol;Acc:HGNC:5137]	2	q31.1	1	176136612	176173102	-0.08	3.23E-02	6761	HOXD3	homeobox D3 [Source:HGNC Symbol;Acc:HGNC:5137]	2	q31.1	1	176136612	176173102	-0.216120315	0.286168584
5289	ENSG00000128654	4229	MTX2	metaxin 2 [Source:HGNC Symbol;Acc:HGNC:7506]	2	q31.1	1	176269395	176338025	0.24	9.50E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5290	ENSG00000128655	3590	PDE11A	phosphodiesterase 11A [Source:HGNC Symbol;Acc:HGNC:8773]	2	q31.2	-1	177623252	178108339	-1.53	9.93E-13	4497	PDE11A	phosphodiesterase 11A [Source:HGNC Symbol;Acc:HGNC:8773]	2	q31.2	-1	177623252	178108339	-0.868219601	0.017943748
5291	ENSG00000128656	1054	CHN1	chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943]	2	q31.1	-1	174799363	175005369	-0.84	9.74E-33	5796	CHN1	chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943]	2	q31.1	-1	174799363	175005369	0.406026257	0.114594581
5292	ENSG00000128683	6603	GAD1	glutamate decarboxylase 1 (brain, 67kDa) [Source:HGNC Symbol;Acc:HGNC:4092]	2	q31.1	1	170813213	170861151	0.33	1.05E-05	7070	GAD1	glutamate decarboxylase 1 (brain, 67kDa) [Source:HGNC Symbol;Acc:HGNC:4092]	2	q31.1	1	170813213	170861151	0.168988002	0.356530471
5293	ENSG00000128694	6819	OSGEPL1	O-sialoglycoprotein endopeptidase-like 1 [Source:HGNC Symbol;Acc:HGNC:23075]	2	q32.2	-1	189746660	189763227	0.23	2.09E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5294	ENSG00000128699	4907	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16036]	2	q32.2	-1	189770323	189784371	0.15	6.36E-09	210	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16036]	2	q32.2	-1	189770323	189784371	1.764647037	9.63E-27
5295	ENSG00000128709	9156	HOXD9	homeobox D9 [Source:HGNC Symbol;Acc:HGNC:5140]	2	q31.1	1	176122720	176124937	-0.47	5.03E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5296	ENSG00000128710	482	HOXD10	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]	2	q31.1	1	176108790	176119942	-1.17	3.75E-47	7512	HOXD10	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]	2	q31.1	1	176108790	176119942	-0.225430519	0.469806202
5297	ENSG00000128714	107	HOXD13	homeobox D13 [Source:HGNC Symbol;Acc:HGNC:5136]	2	q31.1	1	176092891	176095938	-1.43	2.19E-75	2091	HOXD13	homeobox D13 [Source:HGNC Symbol;Acc:HGNC:5136]	2	q31.1	1	176092891	176095938	0.897407215	2.32E-06
5298	ENSG00000128731	5494	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:4868]	15	q13.1	-1	28111040	28322152	0.21	1.22E-07	292	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:4868]	15	q13.1	-1	28111040	28322152	-1.925230046	2.41E-23
5299	ENSG00000128739	10211	SNRPN	small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]	15	q11.2	1	24823647	24978723	-0.18	2.27E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5300	ENSG00000128791	2191	TWSG1	twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:12429]	18	p11.22	1	9334767	9402420	-0.42	1.36E-19	265	TWSG1	twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:12429]	18	p11.22	1	9334767	9402420	1.534726728	1.86E-24
5301	ENSG00000128805	3134	ARHGAP22	Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]	10	q11.23	-1	48446034	48656265	-0.41	1.27E-14	3570	ARHGAP22	Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]	10	q11.23	-1	48446034	48656265	-0.612941348	0.002154066
5302	ENSG00000128815	14014	WDFY4	WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]	10	q11.23	1	48684876	48982956	0.15	4.18E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5303	ENSG00000128829	3664	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687]	15	q15.1	1	39934146	40035591	0.39	1.88E-12	8874	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687]	15	q15.1	1	39934146	40035591	-0.065140794	0.825276466
5304	ENSG00000128833	4861	MYO5C	myosin VC [Source:HGNC Symbol;Acc:HGNC:7604]	15	q21.2	-1	52192322	52295798	0.26	4.71E-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5305	ENSG00000128849	6321	CGNL1	cingulin-like 1 [Source:HGNC Symbol;Acc:HGNC:25931]	15	q21.3	1	57375967	57550727	-0.23	3.75E-06	2081	CGNL1	cingulin-like 1 [Source:HGNC Symbol;Acc:HGNC:25931]	15	q21.3	1	57375967	57550727	0.62068257	2.22E-06
5306	ENSG00000128872	3328	TMOD2	tropomodulin 2 (neuronal) [Source:HGNC Symbol;Acc:HGNC:11872]	15	q21.2	1	51751561	51816368	-0.40	9.56E-14	1196	TMOD2	tropomodulin 2 (neuronal) [Source:HGNC Symbol;Acc:HGNC:11872]	15	q21.2	1	51751561	51816368	1.273025108	2.35E-10
5307	ENSG00000128881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9504	TTBK2	tau tubulin kinase 2 [Source:HGNC Symbol;Acc:HGNC:19141]	15	q15.2	-1	42738734	42920809	-0.001230541	0.993960284
5308	ENSG00000128886	3946	ELL3	elongation factor RNA polymerase II-like 3 [Source:HGNC Symbol;Acc:HGNC:23113]	15	q15.3	-1	43772600	43777543	1.17	1.52E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5309	ENSG00000128908	12703	INO80	INO80 complex subunit [Source:HGNC Symbol;Acc:HGNC:26956]	15	q15.1	-1	40978880	41116354	-0.10	2.15E-01	5194	INO80	INO80 complex subunit [Source:HGNC Symbol;Acc:HGNC:26956]	15	q15.1	-1	40978880	41116354	-0.272417968	0.053578427
5310	ENSG00000128915	14498	ICE2	interactor of little elongation complex ELL subunit 2 [Source:HGNC Symbol;Acc:HGNC:29885]	15	q22.2	-1	60419609	60479160	0.04	5.05E-01	2060	ICE2	interactor of little elongation complex ELL subunit 2 [Source:HGNC Symbol;Acc:HGNC:29885]	15	q22.2	-1	60419609	60479160	-0.625709068	2.00E-06
5311	ENSG00000128917	14791	DLL4	delta-like 4 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:2910]	15	q15.1	1	40929340	40939072	0.02	5.65E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5312	ENSG00000128918	387	ALDH1A2	aldehyde dehydrogenase 1 family, member A2 [Source:HGNC Symbol;Acc:HGNC:15472]	15	q21.3	-1	57953424	58497866	-1.32	3.17E-51	1534	ALDH1A2	aldehyde dehydrogenase 1 family, member A2 [Source:HGNC Symbol;Acc:HGNC:15472]	15	q21.3	-1	57953424	58497866	1.257740395	1.49E-08
5313	ENSG00000128928	2588	IVD	isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:6186]	15	q15.1	1	40405795	40435947	0.28	3.06E-17	1492	IVD	isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:6186]	15	q15.1	1	40405795	40435947	1.250907287	8.86E-09
5314	ENSG00000128944	4626	KNSTRN	kinetochore-localized astrin/SPAG5 binding protein [Source:HGNC Symbol;Acc:HGNC:30767]	15	q15.1	1	40382721	40394246	0.63	1.20E-09	4013	KNSTRN	kinetochore-localized astrin/SPAG5 binding protein [Source:HGNC Symbol;Acc:HGNC:30767]	15	q15.1	1	40382721	40394246	-0.49628594	0.006684918
5315	ENSG00000128951	8810	DUT	deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]	15	q21.1	1	48331011	48343373	0.09	2.79E-03	9482	DUT	deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]	15	q21.1	1	48331011	48343373	-0.002498175	0.988211828
5316	ENSG00000128965	14001	CHAC1	ChaC glutathione-specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]	15	q15.1	1	40952962	40956519	-0.09	4.16E-01	6244	CHAC1	ChaC glutathione-specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]	15	q15.1	1	40952962	40956519	-0.245502488	0.185534293
5317	ENSG00000128973	2294	CLN6	ceroid-lipofuscinosis, neuronal 6, late infantile, variant [Source:HGNC Symbol;Acc:HGNC:2077]	15	q23	-1	68206992	68257211	0.61	5.62E-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5318	ENSG00000128989	10258	ARPP19	cAMP-regulated phosphoprotein, 19kDa [Source:HGNC Symbol;Acc:HGNC:16967]	15	q21.2	-1	52547045	52569883	-0.07	2.42E-02	520	ARPP19	cAMP-regulated phosphoprotein, 19kDa [Source:HGNC Symbol;Acc:HGNC:16967]	15	q21.2	-1	52547045	52569883	1.027295279	7.41E-18
5319	ENSG00000129003	6089	VPS13C	vacuolar protein sorting 13 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:23594]	15	q22.2	-1	61852389	62060473	-0.15	1.63E-06	1368	VPS13C	vacuolar protein sorting 13 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:23594]	15	q22.2	-1	61852389	62060473	-1.213087016	1.69E-09
5320	ENSG00000129007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1974	CALML4	calmodulin-like 4 [Source:HGNC Symbol;Acc:HGNC:18445]	15	q23	-1	68190705	68206110	-0.584585472	1.10E-06
5321	ENSG00000129028	13922	THAP10	THAP domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23193]	15	q23	-1	70881342	70892785	0.11	4.01E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5322	ENSG00000129038	3741	LOXL1	lysyl oxidase-like 1 [Source:HGNC Symbol;Acc:HGNC:6665]	15	q24.1	1	73925989	73952137	-0.57	3.40E-12	2221	LOXL1	lysyl oxidase-like 1 [Source:HGNC Symbol;Acc:HGNC:6665]	15	q24.1	1	73925989	73952137	1.014618376	5.99E-06
5323	ENSG00000129055	12281	ANAPC13	anaphase promoting complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:24540]	3	q22.2	-1	134477706	134486716	-0.05	1.63E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5324	ENSG00000129071	7381	MBD4	methyl-CpG binding domain 4 DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:6919]	3	q21.3	-1	129430944	129440179	-0.13	1.16E-04	4454	MBD4	methyl-CpG binding domain 4 DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:6919]	3	q21.3	-1	129430944	129440179	-0.297270787	0.016796411
5325	ENSG00000129083	3899	COPB1	coatomer protein complex, subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2231]	11	p15.2	-1	14443440	14500027	0.27	1.09E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5326	ENSG00000129084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7529	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1 [Source:HGNC Symbol;Acc:HGNC:9530]	11	p15.2	-1	14504874	14643635	-0.129137107	0.47261487
5327	ENSG00000129103	15447	SUMF2	sulfatase modifying factor 2 [Source:HGNC Symbol;Acc:HGNC:20415]	7	p11.2	1	56064002	56080670	-0.02	7.19E-01	6593	SUMF2	sulfatase modifying factor 2 [Source:HGNC Symbol;Acc:HGNC:20415]	7	p11.2	1	56064002	56080670	-0.241852656	0.254763285
5328	ENSG00000129116	2226	PALLD	palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]	4	q32.3	1	168497066	168928457	-0.73	2.04E-19	7333	PALLD	palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]	4	q32.3	1	168497066	168928457	-0.280008672	0.426163138
5329	ENSG00000129128	3307	SPCS3	signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212]	4	q34.2	1	176319964	176332245	0.28	7.82E-14	947	SPCS3	signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212]	4	q34.2	1	176319964	176332245	1.392276799	2.29E-12
5330	ENSG00000129151	13040	BBOX1	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 [Source:HGNC Symbol;Acc:HGNC:964]	11	p14.2	1	27040725	27127809	0.16	2.61E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5331	ENSG00000129152	10141	MYOD1	myogenic differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7611]	11	p15.1	1	17719568	17722131	-0.15	2.04E-02	4155	MYOD1	myogenic differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7611]	11	p15.1	1	17719568	17722131	-0.334194681	0.009785479
5332	ENSG00000129158	1618	SERGEF	secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]	11	p15.1	-1	17788048	18013162	0.45	6.49E-25	5619	SERGEF	secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]	11	p15.1	-1	17788048	18013162	0.358234454	0.0932344
5333	ENSG00000129167	9199	TPH1	tryptophan hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:12008]	11	p15.1	-1	18017564	18042426	-0.19	5.45E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5334	ENSG00000129173	13261	E2F8	E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]	11	p15.1	-1	19224063	19241620	0.08	2.91E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5335	ENSG00000129187	4509	DCTD	dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710]	4	q35.1	-1	182890060	182917936	0.27	5.83E-10	2796	DCTD	dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710]	4	q35.1	-1	182890060	182917936	0.508793269	0.000134775
5336	ENSG00000129194	497	SOX15	SRY (sex determining region Y)-box 15 [Source:HGNC Symbol;Acc:HGNC:11196]	17	p13.1	-1	7588178	7590170	-2.45	1.31E-46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5337	ENSG00000129197	3925	RPAIN	RPA interacting protein [Source:HGNC Symbol;Acc:HGNC:28641]	17	p13.2	1	5419641	5432876	0.51	1.32E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5338	ENSG00000129214	9295	SHBG	sex hormone-binding globulin [Source:HGNC Symbol;Acc:HGNC:10839]	17	p13.1	1	7613946	7633383	-0.34	6.23E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5339	ENSG00000129219	7030	PLD2	phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]	17	p13.2	1	4807096	4823434	0.17	4.09E-05	1190	PLD2	phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]	17	p13.2	1	4807096	4823434	-0.780947559	2.20E-10
5340	ENSG00000129226	13727	CD68	CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]	17	p13.1	1	7579467	7582113	0.16	3.68E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5341	ENSG00000129235	4485	TXNDC17	thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]	17	p13.1	1	6640758	6644541	0.36	5.06E-10	3243	TXNDC17	thioredoxin domain containing 17 [Source:HGNC Symbol;Acc:HGNC:28218]	17	p13.1	1	6640758	6644541	0.41523111	0.000834314
5342	ENSG00000129244	4413	ATP1B2	ATPase, Na+/K+ transporting, beta 2 polypeptide [Source:HGNC Symbol;Acc:HGNC:805]	17	p13.1	1	7646627	7657768	-0.48	3.17E-10	6920	ATP1B2	ATPase, Na+/K+ transporting, beta 2 polypeptide [Source:HGNC Symbol;Acc:HGNC:805]	17	p13.1	1	7646627	7657768	-0.213408328	0.322093482
5343	ENSG00000129250	15014	KIF1C	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]	17	p13.2	1	4997948	5028401	0.01	6.13E-01	1207	KIF1C	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]	17	p13.2	1	4997948	5028401	0.946369688	2.59E-10
5344	ENSG00000129255	13113	MPDU1	mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207]	17	p13.1	1	7583529	7592789	0.06	2.73E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5345	ENSG00000129270	2638	NA	NA	NA	NA	NA	NA	NA	-0.71	5.60E-17	8155	NA	NA	NA	NA	NA	NA	NA	0.103824883	0.634805054
5346	ENSG00000129277	15001	NA	NA	NA	NA	NA	NA	NA	-0.07	6.11E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5347	ENSG00000129282	3867	NA	NA	NA	NA	NA	NA	NA	0.69	8.62E-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5348	ENSG00000129292	12169	PHF20L1	PHD finger protein 20-like 1 [Source:HGNC Symbol;Acc:HGNC:24280]	8	q24.22	1	132775358	132848807	-0.06	1.50E-01	6959	PHF20L1	PHD finger protein 20-like 1 [Source:HGNC Symbol;Acc:HGNC:24280]	8	q24.22	1	132775358	132848807	-0.162329407	0.331030597
5349	ENSG00000129295	10237	LRRC6	leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725]	8	q24.22	-1	132571953	132675617	-0.12	2.35E-02	8066	LRRC6	leucine rich repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:16725]	8	q24.22	-1	132571953	132675617	-0.116295281	0.615092648
5350	ENSG00000129315	10354	CCNT1	cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]	12	q13.12	-1	48688458	48716998	0.04	2.76E-02	182	CCNT1	cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]	12	q13.12	-1	48688458	48716998	-1.722503264	6.33E-28
5351	ENSG00000129317	3006	PUS7L	pseudouridylate synthase 7-like [Source:HGNC Symbol;Acc:HGNC:25276]	12	q12	-1	43718993	43758817	0.40	3.71E-15	4436	PUS7L	pseudouridylate synthase 7-like [Source:HGNC Symbol;Acc:HGNC:25276]	12	q12	-1	43718993	43758817	-0.310250851	0.016277002
5352	ENSG00000129347	7639	KRI1	KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769]	19	p13.2	-1	10553078	10566037	0.20	2.11E-04	5809	KRI1	KRI1 homolog [Source:HGNC Symbol;Acc:HGNC:25769]	19	p13.2	-1	10553078	10566037	-0.277490535	0.115974999
5353	ENSG00000129351	6367	ILF3	interleukin enhancer binding factor 3, 90kDa [Source:HGNC Symbol;Acc:HGNC:6038]	19	p13.2	1	10654261	10692417	0.26	4.30E-06	6982	ILF3	interleukin enhancer binding factor 3, 90kDa [Source:HGNC Symbol;Acc:HGNC:6038]	19	p13.2	1	10654261	10692417	0.151053146	0.336420692
5354	ENSG00000129353	8577	SLC44A2	solute carrier family 44 (choline transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:17292]	19	p13.2	1	10602457	10644559	-0.05	1.79E-03	9258	SLC44A2	solute carrier family 44 (choline transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:17292]	19	p13.2	1	10602457	10644559	0.014186439	0.932248392
5355	ENSG00000129354	1792	AP1M2	adaptor-related protein complex 1, mu 2 subunit [Source:HGNC Symbol;Acc:HGNC:558]	19	p13.2	-1	10572671	10587315	0.58	5.00E-23	4661	AP1M2	adaptor-related protein complex 1, mu 2 subunit [Source:HGNC Symbol;Acc:HGNC:558]	19	p13.2	-1	10572671	10587315	-0.6231815	0.023651579
5356	ENSG00000129355	8780	CDKN2D	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4) [Source:HGNC Symbol;Acc:HGNC:1790]	19	p13.2	-1	10566462	10569059	-0.10	2.62E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5357	ENSG00000129422	5534	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:29789]	8	p22	-1	17643795	17800917	-0.19	1.49E-07	161	MTUS1	microtubule associated tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:29789]	8	p22	-1	17643795	17800917	2.095538512	3.19E-29
5358	ENSG00000129437	8052	KLK14	kallikrein-related peptidase 14 [Source:HGNC Symbol;Acc:HGNC:6362]	19	q13.41	-1	51077495	51084245	0.47	5.90E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5359	ENSG00000129451	6204	KLK10	kallikrein-related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358]	19	q13.41	-1	51012739	51020175	-0.95	2.45E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
